販売年,品名,産地,数量（Kg）,金額（円）,平均単価（円/Kg）
2000,冷凍まぐろ,宮城,"833","1,656,355","1,988"
2000,冷凍まぐろ,東京,"6,720","17,208,624","2,561"
2000,冷凍まぐろ,神奈川,"32,548","123,239,063","3,786"
2000,冷凍まぐろ,新潟,9,"12,285","1,365"
2000,冷凍まぐろ,石川,"26,318","70,896,581","2,694"
2000,冷凍まぐろ,静岡,"225,668","606,692,600","2,688"
2000,冷凍まぐろ,愛知,265,"1,397,214","5,273"
2000,冷凍まぐろ,大阪,85,"260,348","3,063"
2000,冷凍まぐろ,高知,"3,444","2,767,244",803
2000,冷凍かじき,東京,"13,423","6,906,756",515
2000,冷凍かじき,神奈川,"142,295","92,584,913",651
2000,冷凍かじき,新潟,"1,748","1,000,965",573
2000,冷凍かじき,富山,375,"153,563",410
2000,冷凍かじき,石川,"62,756","55,152,108",879
2000,冷凍かじき,静岡,"989,239","642,235,240",649
2000,冷凍かじき,大阪,"5,680","4,563,616",803
2000,冷凍さけ,北海道,"107,394","45,503,991",424
2000,冷凍さけ,青森,"29,572","12,411,294",420
2000,冷凍さけ,岩手,800,"235,200",294
2000,冷凍さけ,宮城,"7,103","4,904,767",691
2000,冷凍さけ,茨城,8,"11,340","1,418"
2000,冷凍さけ,千葉,"34,487","13,599,428",394
2000,冷凍さけ,東京,"524,209","341,474,484",651
2000,冷凍さけ,石川,"172,370","94,043,079",546
2000,冷凍さけ,福井,"4,807","6,501,733","1,353"
2000,冷凍さけ,愛知,"346,118","226,699,394",655
2000,冷凍さけ,三重,"166,038","115,584,681",696
2000,冷凍さけ,京都,51,"82,110","1,610"
2000,冷凍さけ,大阪,"185,183","116,737,577",630
2000,冷凍さけ,兵庫,"1,307","911,125",697
2000,冷凍さけ,長崎,750,"73,500",98
2000,冷凍あじ,茨城,14,"14,490","1,035"
2000,冷凍あじ,千葉,"183,680","35,414,978",193
2000,冷凍あじ,東京,"51,754","11,532,424",223
2000,冷凍あじ,富山,"481,493","26,713,663",55
2000,冷凍あじ,石川,"1,313,800","153,920,118",117
2000,冷凍あじ,愛知,"85,305","18,287,043",214
2000,冷凍あじ,三重,"58,728","14,170,612",241
2000,冷凍あじ,大阪,"44,847","7,716,786",172
2000,冷凍あじ,兵庫,"1,520","515,025",339
2000,冷凍あじ,和歌山,"96,916","14,821,964",153
2000,冷凍あじ,鳥取,87,"9,030",104
2000,冷凍あじ,山口,625,"1,459,185","2,335"
2000,冷凍あじ,福岡,49,"83,318","1,700"
2000,冷凍あじ,鹿児島,"4,185","1,237,987",296
2000,冷凍さば,北海道,"3,250","1,228,395",378
2000,冷凍さば,青森,"80,275","24,352,712",303
2000,冷凍さば,岩手,200,"29,400",147
2000,冷凍さば,千葉,"59,285","16,002,594",270
2000,冷凍さば,東京,"199,245","48,624,970",244
2000,冷凍さば,石川,"1,641,242","122,074,331",74
2000,冷凍さば,福井,130,"57,960",446
2000,冷凍さば,愛知,"167,154","34,201,852",205
2000,冷凍さば,大阪,"148,115","50,766,343",343
2000,冷凍さば,鳥取,980,"110,250",113
2000,冷凍さば,福岡,990,"208,950",211
2000,冷凍さんま,北海道,"11,058","2,906,820",263
2000,冷凍さんま,岩手,"1,003","322,035",321
2000,冷凍さんま,宮城,"14,232","3,444,736",242
2000,冷凍さんま,石川,"2,883","992,198",344
2000,冷凍さんま,愛知,40,"5,250",131
2000,冷凍かれい,北海道,"760,053","243,055,506",320
2000,冷凍かれい,宮城,"108,779","64,428,166",592
2000,冷凍かれい,福島,518,"236,505",457
2000,冷凍かれい,千葉,"1,320","452,340",343
2000,冷凍かれい,東京,"327,238","154,060,453",471
2000,冷凍かれい,石川,"235,849","64,752,385",275
2000,冷凍かれい,愛知,"148,668","58,710,383",395
2000,冷凍かれい,三重,"16,880","5,336,090",316
2000,冷凍かれい,大阪,"16,048","6,388,275",398
2000,冷凍かれい,兵庫,"40,622","13,036,260",321
2000,冷凍かれい,島根,432,"113,715",263
2000,冷凍かれい,山口,"9,641","2,393,134",248
2000,冷凍かれい,高知,151,"86,831",575
2000,冷凍かれい,佐賀,24,"13,860",578
2000,冷凍ほっけ,北海道,"18,580","5,950,093",320
2000,冷凍ほっけ,宮城,"182,644","38,943,690",213
2000,冷凍ほっけ,茨城,"4,639","3,689,249",795
2000,冷凍ほっけ,千葉,25,"24,707",988
2000,冷凍ほっけ,石川,"35,586","12,601,412",354
2000,冷凍ほっけ,愛知,"9,160","3,180,713",347
2000,冷凍たい,北海道,"15,460","6,760,163",437
2000,冷凍たい,宮城,"11,523","2,651,842",230
2000,冷凍たい,茨城,590,"456,540",774
2000,冷凍たい,東京,"119,646","53,116,771",444
2000,冷凍たい,神奈川,10,"1,050",105
2000,冷凍たい,富山,"6,467","2,093,207",324
2000,冷凍たい,石川,"78,615","28,096,532",357
2000,冷凍たい,福井,"11,338","3,401,034",300
2000,冷凍たい,静岡,"8,917","6,924,574",777
2000,冷凍たい,愛知,"20,718","15,946,314",770
2000,冷凍たい,三重,"10,359","4,882,755",471
2000,冷凍たい,大阪,"37,173","13,777,734",371
2000,冷凍たい,兵庫,93,"154,560","1,662"
2000,冷凍たい,島根,309,"127,785",414
2000,冷凍たい,愛媛,"9,808","3,588,434",366
2000,冷凍たい,高知,41,"39,463",963
2000,冷凍たい,長崎,"2,640","7,707,000","2,919"
2000,冷凍たい,鹿児島,47,"61,425","1,307"
2000,冷凍にしん,宮城,269,"73,501",273
2000,冷凍にしん,東京,"27,819","9,429,495",339
2000,冷凍にしん,愛知,"21,948","6,858,475",312
2000,冷凍にしん,大阪,"10,104","1,959,314",194
2000,冷凍たら,北海道,"27,148","10,023,983",369
2000,冷凍たら,岩手,10,"3,675",368
2000,冷凍たら,宮城,"446,550","251,203,884",563
2000,冷凍たら,東京,"111,339","39,023,524",350
2000,冷凍たら,富山,"7,288","1,844,105",253
2000,冷凍たら,石川,"11,395","4,192,789",368
2000,冷凍たら,福井,"6,368","2,340,240",368
2000,冷凍たら,愛知,"44,252","20,549,688",464
2000,冷凍たら,三重,113,"190,596","1,687"
2000,冷凍たら,京都,"2,267","845,187",373
2000,冷凍たら,大阪,"42,551","23,150,296",544
2000,冷凍ぎんだら,北海道,"25,850","33,489,391","1,296"
2000,冷凍ぎんだら,青森,"14,354","19,516,031","1,360"
2000,冷凍ぎんだら,東京,"17,101","21,818,015","1,276"
2000,冷凍ぎんだら,石川,"9,962","13,881,457","1,393"
2000,冷凍ぎんだら,福井,120,"175,091","1,459"
2000,冷凍ぎんだら,愛知,"119,388","147,721,425","1,237"
2000,冷凍ぎんだら,三重,"7,033","7,822,021","1,112"
2000,冷凍ぎんだら,岡山,"3,765","4,496,200","1,194"
2000,冷凍おひょう,北海道,367,"314,108",856
2000,冷凍おひょう,宮城,"22,706","20,414,676",899
2000,冷凍おひょう,東京,27,"54,810","2,030"
2000,冷凍おひょう,石川,257,"231,079",899
2000,冷凍おひょう,愛知,844,"802,641",951
2000,冷凍おひょう,三重,225,"233,375","1,037"
2000,冷凍しらうお,茨城,"2,408","2,511,600","1,043"
2000,冷凍しらうお,石川,180,"197,400","1,097"
2000,冷凍しらうお,兵庫,"7,019","7,930,545","1,130"
2000,冷凍するめいか,北海道,"5,098","660,471",130
2000,冷凍するめいか,青森,"213,754","51,175,713",239
2000,冷凍するめいか,岩手,417,"116,760",280
2000,冷凍するめいか,千葉,"11,512","3,645,758",317
2000,冷凍するめいか,東京,"36,569","8,830,891",241
2000,冷凍するめいか,石川,"1,115,151","229,545,054",206
2000,冷凍するめいか,福井,"8,522","4,170,915",489
2000,冷凍するめいか,愛知,"21,975","7,725,094",352
2000,冷凍するめいか,滋賀,10,525,53
2000,冷凍するめいか,大阪,"100,783","55,755,021",553
2000,冷凍するめいか,徳島,"27,200","73,457,597","2,701"
2000,冷凍するめいか,福岡,"11,492","13,276,842","1,155"
2000,冷凍するめいか,長崎,20,"5,670",284
2000,冷凍するめいか,鹿児島,"5,210","3,797,262",729
2000,冷凍するめいか,沖縄,"5,790","759,938",131
2000,冷凍やりいか,東京,"265,168","374,559,419","1,413"
2000,冷凍やりいか,石川,"39,474","58,500,478","1,482"
2000,冷凍やりいか,福井,340,"344,820","1,014"
2000,冷凍やりいか,愛知,"117,150","135,105,000","1,153"
2000,冷凍やりいか,三重,53,"68,565","1,294"
2000,冷凍やりいか,大阪,"74,430","109,354,643","1,469"
2000,冷凍やりいか,兵庫,"1,497","1,155,843",772
2000,冷凍やりいか,鳥取,"2,829","3,605,471","1,274"
2000,冷凍やりいか,山口,158,"203,900","1,291"
2000,冷凍やりいか,徳島,"13,038","11,051,313",848
2000,冷凍やりいか,福岡,"75,404","114,802,464","1,522"
2000,冷凍やりいか,長崎,"1,114","894,548",803
2000,冷凍もんこういか,福島,36,"37,800","1,050"
2000,冷凍もんこういか,東京,"8,573","9,116,625","1,063"
2000,冷凍もんこういか,石川,"10,401","4,755,579",457
2000,冷凍もんこういか,愛知,"52,674","24,502,672",465
2000,冷凍もんこういか,三重,118,"122,220","1,036"
2000,冷凍もんこういか,大阪,"9,528","10,183,012","1,069"
2000,冷凍もんこういか,徳島,"5,062","6,320,973","1,249"
2000,冷凍もんこういか,長崎,70,"11,025",158
2000,冷凍たこ,北海道,"20,207","17,604,041",871
2000,冷凍たこ,東京,"115,642","61,381,472",531
2000,冷凍たこ,石川,"174,167","88,628,553",509
2000,冷凍たこ,愛知,"20,848","11,127,729",534
2000,冷凍たこ,三重,141,"93,051",660
2000,冷凍たこ,大阪,"105,981","49,606,138",468
2000,冷凍たこ,高知,119,"229,406","1,928"
2000,冷凍たこ,福岡,"1,315","955,448",727
2000,冷凍えび,北海道,"282,940","378,047,027","1,336"
2000,冷凍えび,宮城,"12,016","18,589,326","1,547"
2000,冷凍えび,茨城,13,"13,440","1,034"
2000,冷凍えび,千葉,"4,490","15,933,909","3,549"
2000,冷凍えび,東京,"1,151,007","1,343,546,198","1,167"
2000,冷凍えび,富山,"14,134","23,427,875","1,658"
2000,冷凍えび,石川,"295,396","421,484,718","1,427"
2000,冷凍えび,福井,"23,154","31,905,364","1,378"
2000,冷凍えび,岐阜,"209,881","434,494,317","2,070"
2000,冷凍えび,愛知,"903,837","1,239,174,390","1,371"
2000,冷凍えび,三重,"10,940","22,637,813","2,069"
2000,冷凍えび,大阪,"181,084","288,393,634","1,593"
2000,冷凍えび,兵庫,"57,164","87,200,495","1,525"
2000,冷凍えび,鳥取,20,"35,175","1,759"
2000,冷凍えび,徳島,7,"7,434","1,062"
2000,冷凍えび,香川,25,"173,250","6,930"
2000,冷凍えび,福岡,"2,326","4,462,921","1,919"
2000,冷凍えび,長崎,70,"4,830",69
2000,冷凍えび,大分,185,"332,850","1,799"
2000,冷凍かに,北海道,"71,856","85,129,359","1,185"
2000,冷凍かに,青森,70,"7,350",105
2000,冷凍かに,宮城,"3,027","6,837,359","2,259"
2000,冷凍かに,千葉,"60,609","86,477,453","1,427"
2000,冷凍かに,東京,"495,438","676,176,370","1,365"
2000,冷凍かに,石川,"263,475","372,196,911","1,413"
2000,冷凍かに,福井,"4,618","7,548,419","1,635"
2000,冷凍かに,愛知,"434,237","574,947,829","1,324"
2000,冷凍かに,三重,"44,237","30,639,731",693
2000,冷凍かに,大阪,"384,376","525,895,740","1,368"
2000,冷凍かに,兵庫,"26,489","41,707,015","1,575"
2000,冷凍かに,鳥取,"148,945","254,390,484","1,708"
2000,冷凍かに,島根,490,"825,826","1,685"
2000,冷凍かに,岡山,"36,106","21,840,021",605
2000,冷凍かに,福岡,"42,533","30,351,584",714
2000,冷凍あかうお,北海道,"219,627","48,163,393",219
2000,冷凍あかうお,青森,"10,038","3,505,509",349
2000,冷凍あかうお,岩手,20,"7,350",368
2000,冷凍あかうお,宮城,"207,357","55,193,703",266
2000,冷凍あかうお,千葉,"6,750","3,615,885",536
2000,冷凍あかうお,東京,"89,314","38,906,536",436
2000,冷凍あかうお,石川,"41,064","13,675,382",333
2000,冷凍あかうお,愛知,"120,960","43,832,057",362
2000,冷凍あかうお,三重,"16,786","6,418,863",382
2000,冷凍あかうお,大阪,"43,436","21,047,060",485
2000,冷凍あかうお,兵庫,"2,351","1,598,470",680
2000,冷凍あかうお,山口,80,"48,783",610
2000,冷凍メルルーサ,宮城,28,"17,011",608
2000,冷凍メルルーサ,石川,590,"292,944",497
2000,冷凍メルルーサ,愛知,"51,683","31,740,341",614
2000,冷凍メルルーサ,三重,29,"120,204","4,145"
2000,冷凍メルルーサ,大阪,"4,890","3,486,420",713
2000,冷凍メルルーサ,広島,890,"574,140",645
2000,冷凍メロー,北海道,20,"4,200",210
2000,冷凍メロー,宮城,20,"14,700",735
2000,冷凍メロー,茨城,320,"201,600",630
2000,冷凍メロー,東京,"29,329","38,123,828","1,300"
2000,冷凍メロー,石川,"25,865","35,679,595","1,379"
2000,冷凍メロー,福井,"46,839","47,605,600","1,016"
2000,冷凍メロー,愛知,"203,871","230,512,289","1,131"
2000,冷凍メロー,三重,"2,453","3,438,471","1,402"
2000,冷凍メロー,大阪,"28,161","35,051,142","1,245"
2000,冷凍くじら,東京,"1,995","5,862,010","2,938"
2000,冷凍くじら,石川,240,"362,136","1,509"
2000,冷凍くじら,和歌山,357,"456,312","1,278"
2000,冷凍くじら,山口,"1,164","3,733,087","3,207"
2000,冷凍すりみ,北海道,"36,610","8,540,702",233
2000,冷凍すりみ,東京,"549,110","158,372,760",288
2000,冷凍すりみ,富山,"28,520","9,502,605",333
2000,冷凍すりみ,石川,"39,110","13,258,035",339
2000,冷凍すりみ,福井,"1,760","534,660",304
2000,冷凍すりみ,愛知,"106,260","38,335,500",361
2000,冷凍すりみ,三重,320,"103,320",323
2000,冷凍すりみ,大阪,"30,400","7,541,625",248
2000,冷凍すりみ,長崎,14,"11,340",810
2000,冷凍かい,北海道,"65,854","106,387,710","1,616"
2000,冷凍かい,青森,"22,426","17,444,343",778
2000,冷凍かい,宮城,"2,431","3,991,340","1,642"
2000,冷凍かい,福島,227,"222,810",982
2000,冷凍かい,千葉,"15,590","19,346,817","1,241"
2000,冷凍かい,東京,"56,322","60,940,535","1,082"
2000,冷凍かい,富山,"1,801","1,641,361",911
2000,冷凍かい,石川,"42,940","65,091,623","1,516"
2000,冷凍かい,福井,"31,801","8,706,139",274
2000,冷凍かい,静岡,"2,045","3,210,670","1,570"
2000,冷凍かい,愛知,"182,873","169,370,892",926
2000,冷凍かい,三重,"3,860","11,614,313","3,009"
2000,冷凍かい,京都,25,"66,150","2,646"
2000,冷凍かい,大阪,"598,144","189,556,459",317
2000,冷凍かい,兵庫,"59,011","44,745,750",758
2000,冷凍かい,和歌山,"1,330","764,190",575
2000,冷凍かい,岡山,"8,460","7,508,445",888
2000,冷凍かい,山口,550,"2,168,749","3,943"
2000,冷凍かい,福岡,908,"1,447,636","1,594"
2000,冷凍かい,長崎,102,"109,515","1,074"
2000,冷凍食品　開き,北海道,6,"9,450","1,575"
2000,冷凍食品　開き,東京,"13,031","8,815,800",677
2000,冷凍食品　開き,石川,581,"270,690",466
2000,冷凍食品　開き,愛知,"8,901","5,333,003",599
2000,冷凍食品　開き,三重,"21,638","14,512,932",671
2000,冷凍食品　開き,大阪,250,"171,360",685
2000,冷凍食品　開き,山口,"19,370","13,660,395",705
2000,冷凍食品　開き,長崎,20,"10,500",525
2000,冷凍食品　切身,青森,113,"55,566",492
2000,冷凍食品　切身,宮城,231,"144,428",625
2000,冷凍食品　切身,千葉,218,"334,635","1,535"
2000,冷凍食品　切身,東京,"35,128","94,003,346","2,676"
2000,冷凍食品　切身,神奈川,"11,878","27,718,063","2,334"
2000,冷凍食品　切身,新潟,"2,301","3,506,045","1,524"
2000,冷凍食品　切身,富山,618,"645,594","1,045"
2000,冷凍食品　切身,石川,"6,947","10,798,262","1,554"
2000,冷凍食品　切身,静岡,"144,511","180,848,899","1,251"
2000,冷凍食品　切身,愛知,"1,283","1,883,040","1,468"
2000,冷凍食品　切身,三重,135,"157,941","1,170"
2000,冷凍食品　切身,大阪,914,"9,599,199","10,502"
2000,冷凍食品　切身,兵庫,663,"298,525",450
2000,冷凍食品　切身,鳥取,5,"7,560","1,512"
2000,冷凍食品　切身,長崎,32,"8,400",263
2000,冷凍食品　フライ,宮城,474,"677,649","1,430"
2000,冷凍食品　フライ,茨城,149,"129,308",868
2000,冷凍食品　フライ,埼玉,14,"10,584",756
2000,冷凍食品　フライ,東京,"30,214","3,514,728",116
2000,冷凍食品　フライ,石川,"7,733","4,349,058",562
2000,冷凍食品　フライ,静岡,6,"12,285","2,048"
2000,冷凍食品　フライ,愛知,"2,823","1,712,764",607
2000,冷凍食品　フライ,三重,790,"1,083,629","1,372"
2000,冷凍食品　フライ,大阪,"5,586","2,085,615",373
2000,冷凍食品　フライ,兵庫,"4,707","4,385,850",932
2000,冷凍食品　フライ,山口,"2,698","2,489,520",923
2000,冷凍食品　フライ,福岡,6,"6,930","1,155"
2000,冷凍食品　その他,北海道,"3,570","8,182,755","2,292"
2000,冷凍食品　その他,青森,"19,760","14,604,891",739
2000,冷凍食品　その他,宮城,"72,067","110,052,071","1,527"
2000,冷凍食品　その他,福島,"1,600","1,952,790","1,220"
2000,冷凍食品　その他,茨城,32,"22,680",709
2000,冷凍食品　その他,群馬,"13,457","24,845,385","1,846"
2000,冷凍食品　その他,千葉,196,"98,280",501
2000,冷凍食品　その他,東京,"94,439","119,761,299","1,268"
2000,冷凍食品　その他,富山,652,"9,700,320","14,878"
2000,冷凍食品　その他,石川,"47,398","62,726,947","1,323"
2000,冷凍食品　その他,静岡,"26,289","32,222,578","1,226"
2000,冷凍食品　その他,愛知,"42,225","37,000,574",876
2000,冷凍食品　その他,三重,"26,598","9,267,381",348
2000,冷凍食品　その他,滋賀,5,"6,615","1,323"
2000,冷凍食品　その他,京都,510,"271,533",532
2000,冷凍食品　その他,大阪,"130,599","165,434,711","1,267"
2000,冷凍食品　その他,兵庫,"7,560","4,170,761",552
2000,冷凍食品　その他,鳥取,"6,902","5,524,610",800
2000,冷凍食品　その他,広島,"1,752","2,885,065","1,647"
2000,冷凍食品　その他,山口,614,"377,507",615
2000,冷凍食品　その他,徳島,"5,490","9,242,100","1,683"
2000,冷凍食品　その他,香川,85,"90,300","1,062"
2000,冷凍食品　その他,愛媛,"1,417","1,287,187",908
2000,冷凍食品　その他,福岡,"9,638","16,003,806","1,660"
2000,冷凍食品　その他,長崎,122,"29,169",239
2000,冷凍食品　その他,熊本,8,"25,200","3,150"
2000,その他　冷凍魚,北海道,"155,121","34,839,328",225
2000,その他　冷凍魚,青森,"16,116","7,196,657",447
2000,その他　冷凍魚,岩手,"1,180","687,438",583
2000,その他　冷凍魚,宮城,"37,417","13,095,174",350
2000,その他　冷凍魚,福島,"60,923","7,823,514",128
2000,その他　冷凍魚,茨城,"29,146","5,050,689",173
2000,その他　冷凍魚,埼玉,28,"36,855","1,316"
2000,その他　冷凍魚,千葉,"739,016","127,458,772",172
2000,その他　冷凍魚,東京,"239,597","286,497,555","1,196"
2000,その他　冷凍魚,神奈川,"19,082","2,613,818",137
2000,その他　冷凍魚,新潟,388,"904,890","2,332"
2000,その他　冷凍魚,富山,"1,355,314","102,397,688",76
2000,その他　冷凍魚,石川,"2,034,075","328,170,566",161
2000,その他　冷凍魚,福井,"1,193","814,208",682
2000,その他　冷凍魚,岐阜,160,"332,640","2,079"
2000,その他　冷凍魚,静岡,"403,014","119,680,874",297
2000,その他　冷凍魚,愛知,"289,289","274,776,309",950
2000,その他　冷凍魚,三重,"250,738","122,561,427",489
2000,その他　冷凍魚,京都,"75,908","15,403,795",203
2000,その他　冷凍魚,大阪,"31,394","18,675,563",595
2000,その他　冷凍魚,兵庫,"86,133","47,204,761",548
2000,その他　冷凍魚,和歌山,"57,160","8,541,499",149
2000,その他　冷凍魚,鳥取,"56,934","20,987,951",369
2000,その他　冷凍魚,島根,"22,850","6,711,457",294
2000,その他　冷凍魚,岡山,"3,180","2,022,300",636
2000,その他　冷凍魚,広島,"2,905","1,272,862",438
2000,その他　冷凍魚,山口,"118,549","65,562,748",553
2000,その他　冷凍魚,徳島,"22,461","19,253,717",857
2000,その他　冷凍魚,高知,956,"775,152",811
2000,その他　冷凍魚,福岡,"427,446","204,211,812",478
2000,その他　冷凍魚,佐賀,300,"250,078",834
2000,その他　冷凍魚,長崎,"65,341","49,005,812",750
2000,その他　冷凍魚,大分,20,"20,475","1,024"
2000,その他　冷凍魚,宮崎,20,"95,446","4,772"
2001,冷凍まぐろ,宮城,238,"313,951","1,319"
2001,冷凍まぐろ,東京,"4,669","21,012,461","4,500"
2001,冷凍まぐろ,神奈川,"48,642","214,834,130","4,417"
2001,冷凍まぐろ,新潟,262,"986,066","3,764"
2001,冷凍まぐろ,石川,"27,554","80,657,649","2,927"
2001,冷凍まぐろ,静岡,"256,770","566,698,705","2,207"
2001,冷凍まぐろ,三重,30,"6,300",210
2001,冷凍まぐろ,高知,"1,211","902,749",745
2001,冷凍まぐろ,長崎,310,"52,080",168
2001,冷凍かじき,東京,"7,689","4,866,657",633
2001,冷凍かじき,神奈川,"120,468","83,130,120",690
2001,冷凍かじき,新潟,"1,401","1,843,275","1,316"
2001,冷凍かじき,富山,"3,153","2,631,277",835
2001,冷凍かじき,石川,"59,910","58,712,955",980
2001,冷凍かじき,静岡,"1,228,337","837,494,832",682
2001,冷凍かじき,和歌山,46,"48,300","1,050"
2001,冷凍さけ,北海道,"64,004","42,498,371",664
2001,冷凍さけ,青森,"48,977","18,693,186",382
2001,冷凍さけ,岩手,"1,550","328,230",212
2001,冷凍さけ,宮城,"14,247","10,492,482",736
2001,冷凍さけ,千葉,"29,740","15,205,611",511
2001,冷凍さけ,東京,"528,631","322,033,641",609
2001,冷凍さけ,富山,"16,880","9,662,609",572
2001,冷凍さけ,石川,"171,016","88,232,296",516
2001,冷凍さけ,福井,"4,968","6,902,555","1,389"
2001,冷凍さけ,愛知,"391,239","238,904,643",611
2001,冷凍さけ,三重,"180,100","104,689,969",581
2001,冷凍さけ,大阪,"406,620","257,636,629",634
2001,冷凍さけ,兵庫,"1,309","712,961",545
2001,冷凍さけ,広島,30,"113,400","3,780"
2001,冷凍さけ,福岡,"8,103","4,738,048",585
2001,冷凍さけ,大分,40,"18,900",473
2001,冷凍あじ,宮城,"6,035","1,262,562",209
2001,冷凍あじ,茨城,9,"6,143",683
2001,冷凍あじ,千葉,"46,679","12,614,274",270
2001,冷凍あじ,東京,"84,588","20,728,557",245
2001,冷凍あじ,石川,"1,630,520","126,150,717",77
2001,冷凍あじ,愛知,"37,000","7,798,245",211
2001,冷凍あじ,三重,"11,494","5,423,628",472
2001,冷凍あじ,大阪,"33,720","8,869,980",263
2001,冷凍あじ,兵庫,455,"171,334",377
2001,冷凍あじ,鳥取,194,"234,675","1,210"
2001,冷凍あじ,島根,750,"149,625",200
2001,冷凍あじ,福岡,"7,200","1,705,200",237
2001,冷凍あじ,佐賀,50,"9,450",189
2001,冷凍あじ,鹿児島,"5,780","1,395,870",242
2001,冷凍さば,青森,"96,060","28,756,781",299
2001,冷凍さば,宮城,"72,822","4,685,924",64
2001,冷凍さば,千葉,"101,705","25,835,054",254
2001,冷凍さば,東京,"503,261","129,796,429",258
2001,冷凍さば,新潟,"55,457","9,669,493",174
2001,冷凍さば,石川,"1,015,034","59,721,556",59
2001,冷凍さば,福井,"184,940","37,073,022",200
2001,冷凍さば,愛知,"449,459","88,462,986",197
2001,冷凍さば,大阪,"116,956","44,147,460",377
2001,冷凍さば,福岡,"4,720","1,087,065",230
2001,冷凍さんま,北海道,"18,149","3,622,967",200
2001,冷凍さんま,岩手,8,"26,460","3,308"
2001,冷凍さんま,宮城,"11,317","3,550,554",314
2001,冷凍さんま,千葉,8,"1,050",131
2001,冷凍さんま,東京,"2,100","359,520",171
2001,冷凍さんま,石川,"2,824","592,200",210
2001,冷凍かれい,北海道,"670,987","234,422,197",349
2001,冷凍かれい,青森,"4,910","2,588,765",527
2001,冷凍かれい,宮城,"154,236","116,597,158",756
2001,冷凍かれい,千葉,160,"54,600",341
2001,冷凍かれい,東京,"407,617","183,024,308",449
2001,冷凍かれい,富山,"11,899","7,983,312",671
2001,冷凍かれい,石川,"369,985","134,872,504",365
2001,冷凍かれい,福井,"3,497","992,915",284
2001,冷凍かれい,愛知,"216,169","97,168,669",450
2001,冷凍かれい,三重,"64,769","23,161,268",358
2001,冷凍かれい,大阪,"83,826","36,990,008",441
2001,冷凍かれい,兵庫,"7,641","2,989,140",391
2001,冷凍かれい,山口,"10,465","2,909,445",278
2001,冷凍ほっけ,北海道,"14,794","4,477,618",303
2001,冷凍ほっけ,宮城,"258,905","75,662,258",292
2001,冷凍ほっけ,茨城,"14,947","7,550,057",505
2001,冷凍ほっけ,千葉,240,"5,040",21
2001,冷凍ほっけ,東京,"7,182","2,992,018",417
2001,冷凍ほっけ,石川,"114,784","8,861,558",77
2001,冷凍ほっけ,愛知,"7,231","2,087,836",289
2001,冷凍たい,北海道,660,"241,490",366
2001,冷凍たい,宮城,"11,826","4,970,785",420
2001,冷凍たい,茨城,260,"216,825",834
2001,冷凍たい,千葉,"1,370","186,296",136
2001,冷凍たい,東京,"78,454","53,171,689",678
2001,冷凍たい,石川,"45,598","18,352,788",402
2001,冷凍たい,福井,"10,862","5,487,584",505
2001,冷凍たい,愛知,"17,040","10,993,450",645
2001,冷凍たい,三重,"2,932","2,189,923",747
2001,冷凍たい,大阪,"25,316","13,366,218",528
2001,冷凍たい,兵庫,473,"576,345","1,218"
2001,冷凍たい,島根,69,"180,075","2,610"
2001,冷凍たい,愛媛,"13,629","4,350,169",319
2001,冷凍たい,高知,62,"94,588","1,526"
2001,冷凍たい,長崎,"7,046","12,159,525","1,726"
2001,冷凍にしん,北海道,230,"61,845",269
2001,冷凍にしん,宮城,"4,780","1,039,957",218
2001,冷凍にしん,東京,"24,125","6,542,068",271
2001,冷凍にしん,石川,"10,697","2,985,498",279
2001,冷凍にしん,愛知,"21,278","7,565,307",356
2001,冷凍たら,北海道,"9,950","4,540,830",456
2001,冷凍たら,岩手,338,"66,938",198
2001,冷凍たら,宮城,"384,558","215,860,951",561
2001,冷凍たら,東京,"1,887","1,177,996",624
2001,冷凍たら,富山,"3,378","1,799,280",533
2001,冷凍たら,石川,"11,123","4,677,646",421
2001,冷凍たら,福井,"20,481","5,802,405",283
2001,冷凍たら,愛知,"128,077","62,989,214",492
2001,冷凍たら,三重,148,"112,371",759
2001,冷凍たら,大阪,"69,106","40,599,201",587
2001,冷凍たら,兵庫,80,"16,800",210
2001,冷凍ぎんだら,北海道,"28,892","38,675,634","1,339"
2001,冷凍ぎんだら,青森,"19,808","26,690,427","1,347"
2001,冷凍ぎんだら,東京,"32,242","41,748,852","1,295"
2001,冷凍ぎんだら,石川,"5,331","7,019,878","1,317"
2001,冷凍ぎんだら,福井,149,"203,903","1,368"
2001,冷凍ぎんだら,愛知,"82,474","106,704,560","1,294"
2001,冷凍ぎんだら,三重,"13,812","10,275,716",744
2001,冷凍ぎんだら,大阪,"6,137","6,670,738","1,087"
2001,冷凍おひょう,北海道,10,"11,340","1,134"
2001,冷凍おひょう,青森,12,"50,400","4,200"
2001,冷凍おひょう,宮城,"29,446","29,994,711","1,019"
2001,冷凍おひょう,富山,400,"388,500",971
2001,冷凍おひょう,石川,250,"196,613",786
2001,冷凍おひょう,愛知,"1,800","1,666,567",926
2001,冷凍おひょう,三重,679,"700,129","1,031"
2001,冷凍おひょう,大阪,"1,280","1,401,540","1,095"
2001,冷凍しらうお,福島,48,"62,160","1,295"
2001,冷凍しらうお,茨城,266,"367,500","1,382"
2001,冷凍しらうお,石川,250,"333,690","1,335"
2001,冷凍しらうお,福井,18,"28,350","1,575"
