販売年,品名,産地,数量（Kg）,金額（円）,平均単価（円/Kg）
2002,その他塩干加工品,大阪,"60,749","75,110,505","1,236"
2002,その他塩干加工品,兵庫,"263,839","251,576,571",954
2002,その他塩干加工品,和歌山,"1,523","2,172,253","1,426"
2002,その他塩干加工品,鳥取,"20,540","20,307,426",989
2002,その他塩干加工品,島根,"66,858","68,971,950","1,032"
2002,その他塩干加工品,岡山,"2,696","4,006,707","1,486"
2002,その他塩干加工品,広島,"12,726","13,698,823","1,076"
2002,その他塩干加工品,山口,"199,621","117,785,152",590
2002,その他塩干加工品,徳島,"20,368","32,998,310","1,620"
2002,その他塩干加工品,香川,"3,868","3,047,352",788
2002,その他塩干加工品,愛媛,"15,753","18,220,974","1,157"
2002,その他塩干加工品,高知,"1,528","1,148,901",752
2002,その他塩干加工品,福岡,"50,943","43,448,903",853
2002,その他塩干加工品,佐賀,-781,"-117,600",151
2002,その他塩干加工品,長崎,"14,957","23,845,411","1,594"
2002,その他塩干加工品,熊本,"6,136","5,658,524",922
2002,その他塩干加工品,大分,"2,791","1,959,013",702
2002,その他塩干加工品,宮崎,3,"3,150","1,050"
2002,その他塩干加工品,鹿児島,339,"539,024","1,590"
2002,その他塩干加工品,沖縄,3,"2,520",840
2003,塩さけ,北海道,"256,622","149,073,858",581
2003,塩さけ,青森,"26,105","18,561,087",711
2003,塩さけ,岩手,"111,118","68,283,054",615
2003,塩さけ,宮城,"123,497","88,631,568",718
2003,塩さけ,埼玉,110,"72,975",663
2003,塩さけ,千葉,"432,320","299,290,015",692
2003,塩さけ,東京,"265,791","126,892,580",477
2003,塩さけ,神奈川,"1,402","3,041,592","2,169"
2003,塩さけ,新潟,"6,356","2,242,179",353
2003,塩さけ,石川,"47,197","38,137,223",808
2003,塩さけ,愛知,"31,680","23,755,564",750
2003,塩さけ,三重,"64,552","33,998,078",527
2003,塩さけ,滋賀,750,"2,443,965","3,259"
2003,塩さけ,大阪,"51,844","29,737,211",574
2003,塩さけ,兵庫,"50,557","42,597,135",843
2003,塩さけ,和歌山,"9,599","6,643,204",692
2003,塩さけ,福岡,"6,582","4,290,615",652
2003,塩さば,北海道,50,"22,050",441
2003,塩さば,青森,"60,815","50,562,139",831
2003,塩さば,岩手,"6,503","4,084,920",628
2003,塩さば,宮城,"124,404","53,752,799",432
2003,塩さば,茨城,136,"149,898","1,102"
2003,塩さば,千葉,"507,696","230,654,654",454
2003,塩さば,東京,"25,781","9,635,474",374
2003,塩さば,石川,"8,293","4,315,506",520
2003,塩さば,福井,328,"748,755","2,283"
2003,塩さば,静岡,"43,376","26,463,050",610
2003,塩さば,愛知,"8,180","4,402,478",538
2003,塩さば,滋賀,10,"24,360","2,436"
2003,塩さば,大阪,372,"559,503","1,504"
2003,塩さば,兵庫,837,"530,539",634
2003,塩さば,和歌山,"2,798","2,042,355",730
2003,塩さば,鳥取,"6,582","4,764,640",724
2003,塩さば,島根,"3,661","3,113,460",850
2003,塩さば,山口,"15,811","8,859,565",560
2003,塩さば,福岡,452,"410,027",907
2003,塩さば,長崎,22,"41,580","1,890"
2003,塩さば,熊本,23,"11,157",485
2003,塩ます,北海道,"62,880","19,261,921",306
2003,塩ます,宮城,"8,436","2,892,960",343
2003,塩ます,千葉,240,"67,200",280
2003,塩ます,東京,"142,019","45,795,358",322
2003,塩ます,富山,"4,011","1,431,483",357
2003,塩ます,石川,"43,723","11,050,374",253
2003,塩ます,福井,488,"156,975",322
2003,塩ます,愛知,"1,160","284,970",246
2003,塩ます,三重,"23,997","9,138,582",381
2003,塩ます,大阪,5,"9,072","1,814"
2003,塩ます,兵庫,"7,770","1,766,018",227
2003,塩くらげ,東京,36,"29,862",830
2003,塩くらげ,神奈川,6,"6,048","1,008"
2003,塩くらげ,石川,"1,708","2,227,365","1,304"
2003,塩くらげ,三重,"3,763","1,582,046",420
2003,塩くらげ,大阪,"1,887","2,279,804","1,208"
2003,塩くらげ,兵庫,"1,174","1,415,947","1,206"
2003,塩くらげ,広島,"1,091","485,058",445
2003,しおから,北海道,"34,432","23,603,065",685
2003,しおから,青森,"1,550","675,351",436
2003,しおから,宮城,"29,821","30,998,023","1,039"
2003,しおから,千葉,118,"96,600",819
2003,しおから,東京,"10,326","4,360,044",422
2003,しおから,新潟,"1,229","2,266,914","1,845"
2003,しおから,富山,"12,049","16,083,160","1,335"
2003,しおから,石川,"1,244","1,576,198","1,267"
2003,しおから,静岡,"6,864","6,232,455",908
2003,しおから,三重,"1,540","1,329,825",864
2003,しおから,大阪,5,"10,836","2,167"
2003,しおから,兵庫,162,"178,038","1,099"
2003,しおから,山口,20,"17,850",893
2003,しおから,大分,96,"156,240","1,628"
2003,しおから,鹿児島,10,"9,450",945
2003,塩だら,北海道,"13,524","3,865,686",286
2003,塩だら,青森,320,"194,040",606
2003,塩だら,宮城,"8,324","4,936,431",593
2003,塩だら,富山,"1,131","1,525,923","1,349"
2003,塩だら,石川,"3,162","784,561",248
2003,塩だら,兵庫,134,"137,792","1,028"
2003,塩にしん,富山,1,956,956
2003,塩かれい,北海道,"120,371","28,390,856",236
2003,塩かれい,青森,446,"199,427",447
2003,塩かれい,茨城,15,"27,405","1,827"
2003,塩かれい,千葉,569,"363,510",639
2003,塩かれい,石川,"149,847","66,802,774",446
2003,塩かれい,三重,22,"7,875",358
2003,塩かれい,京都,378,"992,670","2,626"
2003,塩かれい,大阪,260,"155,747",599
2003,塩かれい,兵庫,"224,824","147,598,003",657
2003,塩かれい,鳥取,"155,311","100,535,026",647
2003,塩かれい,島根,"87,136","93,362,962","1,071"
2003,塩かれい,山口,"2,000","1,155,000",578
2003,塩するめ,北海道,59,"57,708",978
2003,塩するめ,青森,"6,450","6,307,567",978
2003,塩するめ,宮城,19,"16,422",864
2003,塩するめ,富山,"29,430","28,530,067",969
2003,塩するめ,石川,"2,666","2,928,982","1,099"
2003,塩するめ,福井,345,"416,640","1,208"
2003,塩するめ,兵庫,"6,533","2,208,043",338
2003,塩するめ,鳥取,424,"341,040",804
2003,塩するめ,広島,56,"112,140","2,003"
2003,塩するめ,佐賀,152,"128,679",847
2003,すき身,北海道,47,"26,460",563
2003,すき身,岩手,15,"11,655",777
2003,すき身,宮城,"16,699","10,388,651",622
2003,すき身,富山,"1,150","1,097,103",954
2003,すき身,石川,"1,015","928,935",915
2003,すき身,福井,"56,012","54,361,729",971
2003,開きたら,北海道,"13,630","23,731,892","1,741"
2003,開きたら,青森,"23,740","10,004,389",421
2003,開きたら,岩手,"15,609","7,277,109",466
2003,開きたら,宮城,123,"79,223",644
2003,開きたら,富山,298,"403,830","1,355"
2003,開きたら,石川,"1,095","918,784",839
2003,開きたら,福井,"1,377","582,435",423
2003,開きたら,兵庫,475,"432,768",911
2003,開きあじ,北海道,13,"23,814","1,832"
2003,開きあじ,宮城,"4,659","2,186,835",469
2003,開きあじ,茨城,"13,924","8,523,397",612
2003,開きあじ,千葉,"3,534","1,853,839",525
2003,開きあじ,東京,"20,536","11,384,936",554
2003,開きあじ,神奈川,"1,469","1,195,228",814
2003,開きあじ,富山,"3,159","1,855,864",587
2003,開きあじ,石川,"1,399","789,128",564
2003,開きあじ,福井,94,"139,188","1,481"
2003,開きあじ,静岡,"307,631","164,289,044",534
2003,開きあじ,三重,"10,561","7,854,693",744
2003,開きあじ,大阪,"16,917","9,534,872",564
2003,開きあじ,兵庫,"4,130","4,907,427","1,188"
2003,開きあじ,鳥取,228,"74,991",329
2003,開きあじ,島根,658,"293,822",447
2003,開きあじ,福岡,14,"6,804",486
2003,開きあじ,佐賀,"16,774","12,200,441",727
2003,開きあじ,長崎,1,"1,932","1,932"
2003,開きあじ,宮崎,12,"10,364",864
2003,開きさば,宮城,17,"13,070",769
2003,開きさば,茨城,633,"462,110",730
2003,開きさば,千葉,177,"130,851",739
2003,開きさば,富山,"1,154","681,876",591
2003,開きさば,石川,214,"323,809","1,513"
2003,開きさば,福井,30,"30,450","1,015"
2003,開きさば,岐阜,69,"56,952",825
2003,開きさば,静岡,258,"176,874",686
2003,開きさば,三重,"1,932","1,365,229",707
2003,開きさば,兵庫,"3,947","3,949,119","1,001"
2003,開きさば,鳥取,210,"91,728",437
2003,開きさば,島根,"6,150","6,298,866","1,024"
2003,開きさば,山口,"1,307","1,241,596",950
2003,開きさば,佐賀,2,"3,150","1,575"
2003,開きさば,大分,404,"1,100,148","2,723"
2003,開きさば,鹿児島,27,"56,648","2,098"
2003,干ふぐ,新潟,52,"104,352","2,007"
2003,干ふぐ,富山,417,"574,770","1,378"
2003,干ふぐ,石川,"1,816","3,990,172","2,197"
2003,干ふぐ,福井,76,"135,345","1,781"
2003,干ふぐ,大阪,24,"16,380",683
2003,干ふぐ,島根,254,"411,348","1,619"
2003,干ふぐ,山口,"13,018","10,042,486",771
2003,干ふぐ,福岡,"19,072","33,890,263","1,777"
2003,干ふぐ,長崎,"31,207","81,874,176","2,624"
2003,丸干いわし,北海道,176,"127,890",727
2003,丸干いわし,岩手,"4,164","1,395,884",335
2003,丸干いわし,茨城,"1,287","545,307",424
2003,丸干いわし,千葉,"8,331","3,080,385",370
2003,丸干いわし,東京,"1,224","794,151",649
2003,丸干いわし,富山,"12,402","12,269,526",989
2003,丸干いわし,石川,"4,523","2,578,743",570
2003,丸干いわし,静岡,"5,152","1,954,575",379
2003,丸干いわし,愛知,"9,035","10,514,551","1,164"
2003,丸干いわし,三重,"3,631","1,789,820",493
2003,丸干いわし,大阪,"1,980","2,724,207","1,376"
2003,丸干いわし,兵庫,"10,609","11,278,870","1,063"
2003,丸干いわし,和歌山,"2,483","3,082,800","1,242"
2003,丸干いわし,鳥取,"1,038","631,617",608
2003,丸干いわし,島根,"78,035","54,914,796",704
2003,丸干いわし,広島,215,"465,329","2,164"
2003,丸干いわし,山口,"70,877","23,678,309",334
2003,丸干いわし,愛媛,"1,155","1,242,266","1,076"
2003,丸干いわし,高知,"2,777","2,120,055",763
2003,丸干いわし,福岡,55,"95,004","1,727"
2003,丸干いわし,大分,"31,543","22,291,871",707
2003,丸干いわし,宮崎,"8,171","6,476,658",793
2003,丸干いわし,鹿児島,"4,754","5,100,639","1,073"
2003,丸干あじ,岩手,172,"65,184",379
2003,丸干あじ,富山,"1,174","709,863",605
2003,丸干あじ,石川,5,"2,573",515
2003,丸干あじ,愛知,231,"146,959",636
2003,丸干あじ,兵庫,300,"228,732",762
2003,丸干あじ,鳥取,255,"322,458","1,265"
2003,丸干あじ,島根,"1,622","633,507",391
2003,丸干あじ,山口,896,"260,127",290
2003,丸干あじ,宮崎,6,"5,040",840
2003,丸干あじ,鹿児島,56,"69,720","1,245"
2003,干はたはた,北海道,247,"144,638",586
2003,干はたはた,千葉,5,"4,536",907
2003,干はたはた,石川,"8,023","7,132,914",889
2003,干はたはた,福井,526,"159,779",304
2003,干はたはた,兵庫,"150,317","127,118,022",846
2003,干はたはた,鳥取,"45,990","32,925,092",716
2003,干はたはた,島根,"1,848","1,711,427",926
2003,丸干いか,北海道,"1,876","1,557,686",830
2003,丸干いか,青森,"1,888","1,190,805",631
2003,丸干いか,岩手,"2,375","2,156,910",908
2003,丸干いか,新潟,"4,424","2,606,301",589
2003,丸干いか,富山,"4,121","3,636,134",882
2003,丸干いか,石川,"20,090","23,303,234","1,160"
2003,丸干いか,福井,"31,110","39,875,689","1,282"
2003,丸干いか,兵庫,74,"46,200",624
2003,丸干いか,島根,"1,168","941,210",806
2003,煮干いわし,宮城,6,"5,040",840
2003,煮干いわし,茨城,520,"385,980",742
2003,煮干いわし,東京,"4,741","5,624,491","1,186"
2003,煮干いわし,富山,964,"1,091,163","1,132"
2003,煮干いわし,石川,306,"490,971","1,604"
2003,煮干いわし,静岡,159,"225,603","1,419"
2003,煮干いわし,愛知,267,"308,753","1,156"
2003,煮干いわし,三重,866,"550,827",636
2003,煮干いわし,大阪,"1,858","1,890,378","1,017"
2003,煮干いわし,兵庫,"1,354","897,925",663
2003,煮干いわし,島根,"13,943","18,420,729","1,321"
2003,煮干いわし,広島,"1,337","1,102,251",824
2003,煮干いわし,山口,"1,558","984,140",632
2003,煮干いわし,愛媛,115,"108,938",947
2003,煮干いわし,長崎,"10,037","8,692,583",866
2003,煮干いわし,宮崎,928,"1,052,812","1,134"
2003,たいはくちりめん,茨城,"24,354","41,164,468","1,690"
2003,たいはくちりめん,千葉,"8,499","6,264,746",737
2003,たいはくちりめん,東京,"43,433","47,845,123","1,102"
2003,たいはくちりめん,石川,"7,110","7,303,479","1,027"
2003,たいはくちりめん,静岡,"16,969","22,832,597","1,346"
2003,たいはくちりめん,愛知,"35,272","45,947,266","1,303"
2003,たいはくちりめん,三重,201,"197,915",985
2003,たいはくちりめん,大阪,"16,517","23,891,017","1,446"
2003,たいはくちりめん,兵庫,"31,232","37,729,928","1,208"
2003,たいはくちりめん,奈良,102,"107,625","1,055"
2003,たいはくちりめん,和歌山,"32,885","36,848,149","1,121"
2003,たいはくちりめん,広島,"1,334","2,512,660","1,884"
2003,たいはくちりめん,山口,123,"144,900","1,178"
2003,たいはくちりめん,香川,212,"114,030",538
2003,たいはくちりめん,愛媛,908,"1,156,806","1,274"
2003,たいはくちりめん,福岡,"7,523","10,463,563","1,391"
2003,たいはくちりめん,宮崎,16,"36,750","2,297"
2003,たづくり,東京,458,"280,560",613
2003,たづくり,富山,"12,564","11,085,534",882
2003,たづくり,石川,323,"376,845","1,167"
2003,たづくり,大阪,690,"727,263","1,054"
2003,たづくり,鳥取,456,"513,451","1,126"
2003,たづくり,島根,52,"47,292",909
2003,たづくり,広島,3,"1,890",630
2003,ぼうたら,北海道,"10,485","45,143,175","4,306"
2003,ぼうたら,東京,20,"28,350","1,418"
2003,ぼうたら,富山,143,"156,891","1,097"
2003,ぼうたら,石川,"2,450","7,481,670","3,054"
2003,身欠にしん,北海道,"379,362","265,846,566",701
2003,身欠にしん,宮城,"4,582","2,140,719",467
2003,身欠にしん,東京,"77,203","16,766,638",217
2003,身欠にしん,富山,"26,701","18,900,143",708
2003,身欠にしん,石川,"60,073","44,142,850",735
2003,身欠にしん,福井,"18,513","19,216,439","1,038"
2003,身欠にしん,長崎,16,"21,840","1,365"
2003,干するめ,北海道,"13,801","18,600,020","1,348"
2003,干するめ,青森,"2,582","2,724,960","1,055"
2003,干するめ,岩手,445,"720,384","1,619"
2003,干するめ,千葉,"1,532","2,735,040","1,785"
2003,干するめ,東京,"21,661","30,606,882","1,413"
2003,干するめ,富山,"45,289","30,151,917",666
2003,干するめ,石川,"4,055","3,992,009",984
2003,干するめ,福井,748,"2,135,700","2,855"
2003,干するめ,愛知,40,"128,100","3,203"
2003,干するめ,三重,74,"105,432","1,425"
2003,干するめ,大阪,610,"2,037,000","3,339"
2003,干するめ,兵庫,"1,004","1,315,231","1,310"
2003,干ぶり,石川,0,"2,646",0
2003,桜干いわし,宮城,343,"458,535","1,337"
2003,桜干いわし,茨城,185,"102,690",555
2003,桜干いわし,千葉,"5,130","5,711,344","1,113"
2003,桜干いわし,神奈川,265,"178,878",675
2003,桜干いわし,富山,"1,307","1,931,579","1,478"
2003,桜干いわし,石川,80,"68,807",860
2003,桜干いわし,静岡,21,"13,230",630
2003,桜干いわし,三重,"2,888","2,514,204",871
2003,桜干いわし,兵庫,12,"7,560",630
2003,桜干いわし,島根,27,"30,555","1,132"
2003,桜干いわし,山口,"8,943","6,106,300",683
2003,桜干いわし,佐賀,101,"83,160",823
2003,桜干いわし,宮崎,47,"49,424","1,052"
2003,桜干にしん,宮城,"2,952","1,637,160",555
2003,桜干にしん,富山,"1,826","957,231",524
2003,その他桜干,北海道,575,"826,844","1,438"
2003,その他桜干,青森,"10,243","4,778,309",466
2003,その他桜干,岩手,16,"10,080",630
2003,その他桜干,宮城,"16,152","10,531,089",652
2003,その他桜干,茨城,"22,530","9,156,538",406
2003,その他桜干,千葉,"9,156","5,959,824",651
2003,その他桜干,東京,"2,590","1,461,700",564
2003,その他桜干,神奈川,"5,284","3,543,555",671
2003,その他桜干,富山,"9,200","13,809,631","1,501"
2003,その他桜干,石川,"13,365","22,072,662","1,652"
2003,その他桜干,岐阜,801,"639,660",799
2003,その他桜干,静岡,"48,069","52,911,761","1,101"
2003,その他桜干,愛知,135,"69,993",518
2003,その他桜干,三重,"14,066","13,847,193",984
2003,その他桜干,京都,20,"10,500",525
2003,その他桜干,兵庫,636,"745,953","1,173"
2003,その他桜干,鳥取,302,"591,035","1,957"
2003,その他桜干,島根,"55,595","75,230,828","1,353"
2003,その他桜干,山口,"124,028","71,692,417",578
2003,その他桜干,徳島,50,"57,750","1,155"
2003,その他桜干,福岡,"1,646","1,579,998",960
2003,その他桜干,佐賀,285,"305,235","1,071"
2003,その他桜干,宮崎,82,"71,474",872
2003,その他桜干,鹿児島,34,"109,305","3,215"
2003,ぬか漬いわし,石川,255,"456,653","1,791"
2003,ぬか漬いわし,兵庫,10,"8,316",832
2003,ぬか漬にしん,富山,197,"187,425",951
2003,ぬか漬にしん,石川,42,"66,780","1,590"
2003,ぬか漬ふぐ,石川,127,"464,418","3,657"
2003,ぬか漬ふぐ,山口,2,"2,940","1,470"
2003,みそ漬品,北海道,"1,155","906,970",785
2003,みそ漬品,青森,"1,626","824,271",507
2003,みそ漬品,宮城,"35,628","22,980,353",645
2003,みそ漬品,千葉,"1,023","673,365",658
2003,みそ漬品,東京,712,"115,848",163
2003,みそ漬品,富山,"7,180","4,327,000",603
2003,みそ漬品,石川,616,"465,450",756
2003,みそ漬品,岐阜,472,"386,694",819
2003,みそ漬品,京都,"6,737","8,204,775","1,218"
2003,みそ漬品,兵庫,"23,055","17,764,190",771
2003,みそ漬品,島根,264,"257,418",975
2003,みそ漬品,山口,223,"241,248","1,082"
2003,みそ漬品,愛媛,4,"2,898",725
2003,かす漬たら,青森,352,"246,540",700
2003,かす漬たら,宮城,"19,154","5,552,909",290
2003,かす漬たら,富山,"4,556","3,652,315",802
2003,かす漬たら,石川,186,"85,471",460
2003,かす漬たら,兵庫,"1,110","1,043,523",940
2003,かす漬ふぐ,石川,449,"802,149","1,787"
2003,その他魚介漬物,北海道,"45,433","43,308,363",953
2003,その他魚介漬物,青森,"2,314","1,502,886",649
2003,その他魚介漬物,岩手,"10,981","10,056,235",916
2003,その他魚介漬物,宮城,"126,444","60,788,470",481
2003,その他魚介漬物,秋田,217,"587,370","2,707"
2003,その他魚介漬物,福島,340,"289,968",853
2003,その他魚介漬物,茨城,"61,408","32,148,194",524
2003,その他魚介漬物,群馬,"2,272","1,476,006",650
2003,その他魚介漬物,千葉,221,"265,881","1,203"
2003,その他魚介漬物,東京,"2,194","2,482,738","1,132"
2003,その他魚介漬物,神奈川,805,"801,964",996
2003,その他魚介漬物,新潟,"34,153","41,914,763","1,227"
2003,その他魚介漬物,富山,"26,513","45,938,262","1,733"
2003,その他魚介漬物,石川,"4,579","5,489,017","1,199"
2003,その他魚介漬物,福井,"7,058","16,830,796","2,385"
2003,その他魚介漬物,岐阜,"3,301","1,668,608",505
2003,その他魚介漬物,静岡,"3,935","903,768",230
2003,その他魚介漬物,愛知,"5,196","4,209,214",810
2003,その他魚介漬物,三重,"3,057","2,034,482",666
2003,その他魚介漬物,京都,18,"27,720","1,540"
2003,その他魚介漬物,大阪,"3,316","4,170,576","1,258"
2003,その他魚介漬物,兵庫,"13,777","13,089,383",950
2003,その他魚介漬物,鳥取,22,"18,144",825
2003,その他魚介漬物,島根,701,"745,155","1,063"
2003,その他魚介漬物,山口,622,"664,346","1,068"
2003,その他魚介漬物,高知,42,"26,334",627
2003,その他魚介漬物,福岡,"3,597","1,955,542",544
2003,その他魚介漬物,熊本,32,"33,642","1,051"
2003,うに製品,北海道,"20,420","20,597,479","1,009"
2003,うに製品,青森,66,"199,290","3,020"
2003,うに製品,岩手,4,"15,120","3,780"
2003,うに製品,福島,200,"567,000","2,835"
2003,うに製品,東京,146,"188,412","1,290"
2003,うに製品,神奈川,"1,853","1,494,486",807
2003,うに製品,新潟,2,"17,419","8,710"
2003,うに製品,石川,320,"1,124,550","3,514"
2003,うに製品,福井,197,"2,049,234","10,402"
2003,うに製品,静岡,40,"67,284","1,682"
2003,うに製品,愛知,52,"72,122","1,387"
2003,うに製品,三重,"11,194","5,275,453",471
2003,うに製品,大阪,"2,640","4,012,870","1,520"
2003,うに製品,兵庫,494,"986,286","1,997"
2003,うに製品,山口,"2,639","4,762,909","1,805"
2003,いくら,北海道,"93,694","318,585,534","3,400"
2003,いくら,青森,"6,502","10,196,551","1,568"
2003,いくら,岩手,"5,261","14,529,953","2,762"
2003,いくら,宮城,"8,328","23,014,916","2,764"
2003,いくら,福島,"2,635","6,676,940","2,534"
2003,いくら,千葉,737,"2,204,160","2,991"
2003,いくら,東京,"44,243","149,532,539","3,380"
2003,いくら,石川,"75,004","268,327,750","3,578"
2003,いくら,愛知,"1,309","3,288,390","2,512"
2003,いくら,三重,921,"2,601,480","2,825"
2003,いくら,京都,"3,977","9,100,739","2,288"
2003,いくら,大阪,"1,490","3,979,878","2,671"
2003,いくら,兵庫,"11,040","43,487,640","3,939"
2003,すけこ,北海道,"27,433","78,779,595","2,872"
2003,すけこ,宮城,"125,887","316,588,239","2,515"
2003,すけこ,千葉,352,"716,100","2,034"
2003,すけこ,東京,"8,426","24,293,101","2,883"
2003,すけこ,新潟,231,"406,560","1,760"
2003,すけこ,富山,84,"72,576",864
2003,すけこ,石川,"18,827","61,728,606","3,279"
2003,すけこ,福井,"61,851","150,091,036","2,427"
2003,すけこ,静岡,4,"4,725","1,181"
2003,すけこ,愛知,"59,388","190,866,436","3,214"
2003,すけこ,三重,"39,363","83,049,719","2,110"
2003,すけこ,京都,"4,080","10,716,237","2,627"
2003,すけこ,大阪,"13,686","21,490,943","1,570"
2003,すけこ,兵庫,"4,537","11,768,810","2,594"
2003,すけこ,山口,"55,118","77,308,801","1,403"
2003,すけこ,福岡,"167,354","334,773,473","2,000"
2003,すじこ,北海道,"6,290","16,048,358","2,551"
2003,すじこ,宮城,"7,906","11,444,689","1,448"
2003,すじこ,千葉,80,"131,040","1,638"
2003,すじこ,東京,"5,496","8,734,019","1,589"
2003,すじこ,富山,249,"387,765","1,557"
2003,すじこ,石川,609,"1,263,760","2,075"
2003,すじこ,福井,509,"1,242,570","2,441"
2003,すじこ,愛知,"7,512","20,465,340","2,724"
2003,すじこ,三重,"1,470","3,656,269","2,487"
2003,すじこ,大阪,809,"1,587,655","1,962"
2003,すじこ,兵庫,52,"133,560","2,568"
2003,すじこ,岡山,10,"17,325","1,733"
2003,塩かずのこ,北海道,"125,902","384,790,869","3,056"
2003,塩かずのこ,宮城,241,"445,935","1,850"
2003,塩かずのこ,千葉,79,"141,015","1,785"
2003,塩かずのこ,東京,"13,153","32,557,028","2,475"
2003,塩かずのこ,新潟,"1,155","2,329,636","2,017"
2003,塩かずのこ,富山,"2,254","5,012,175","2,224"
2003,塩かずのこ,石川,"6,792","23,338,108","3,436"
2003,塩かずのこ,福井,857,"3,359,370","3,920"
2003,塩かずのこ,愛知,"1,052","3,871,848","3,680"
2003,塩かずのこ,京都,992,"4,900,983","4,941"
2003,塩かずのこ,兵庫,"6,834","22,785,395","3,334"
2003,塩かずのこ,奈良,36,"238,770","6,633"
2003,塩まだらこ,北海道,294,"347,550","1,182"
2003,塩まだらこ,東京,8,"18,900","2,363"
2003,塩まだらこ,愛知,18,"31,752","1,764"
2003,かまぼこ,青森,6,"8,190","1,365"
2003,かまぼこ,宮城,"28,884","23,457,540",812
2003,かまぼこ,茨城,450,"844,791","1,877"
2003,かまぼこ,千葉,123,"125,664","1,022"
2003,かまぼこ,東京,54,"43,071",798
2003,かまぼこ,神奈川,22,"17,010",773
2003,かまぼこ,新潟,"1,651","1,015,361",615
2003,かまぼこ,富山,"11,835","6,493,798",549
2003,かまぼこ,石川,"72,371","58,829,615",813
2003,かまぼこ,静岡,"40,546","27,200,256",671
2003,かまぼこ,愛知,32,"16,800",525
2003,かまぼこ,京都,21,"39,060","1,860"
2003,かまぼこ,大阪,271,"211,008",779
2003,かまぼこ,兵庫,"3,008","2,638,670",877
2003,かまぼこ,山口,17,"38,746","2,279"
2003,かまぼこ,愛媛,65,"79,800","1,228"
2003,かまぼこ,大分,"4,168","4,975,429","1,194"
2003,ちくわ,宮城,"4,466","3,407,392",763
2003,ちくわ,東京,38,"25,284",665
2003,ちくわ,石川,"191,828","122,419,448",638
2003,ちくわ,兵庫,58,"47,588",820
2003,こんぶ,北海道,"4,992","8,547,884","1,712"
2003,こんぶ,宮城,"1,145","674,313",589
2003,こんぶ,茨城,"1,520","1,487,052",978
2003,こんぶ,千葉,155,"328,965","2,122"
2003,こんぶ,新潟,7,"3,969",567
2003,こんぶ,石川,"2,041","3,460,933","1,696"
2003,こんぶ,福井,720,"1,230,268","1,709"
2003,こんぶ,三重,"12,358","6,272,489",508
2003,こんぶ,広島,106,"120,834","1,140"
2003,こんぶ,福岡,91,"148,764","1,635"
2003,わかめ,岩手,267,"200,760",752
2003,わかめ,宮城,"36,318","16,999,561",468
2003,わかめ,茨城,30,"8,505",284
2003,わかめ,栃木,80,"137,088","1,714"
2003,わかめ,群馬,176,"116,004",659
2003,わかめ,石川,"2,075","1,197,107",577
2003,わかめ,福井,152,"26,986",178
2003,わかめ,岐阜,"48,428","8,305,788",172
2003,わかめ,三重,"10,459","5,604,369",536
2003,わかめ,大阪,"4,449","1,124,050",253
2003,わかめ,兵庫,307,"254,205",828
2003,わかめ,島根,993,"1,659,840","1,672"
2003,わかめ,岡山,90,"155,925","1,733"
2003,わかめ,広島,90,"129,150","1,435"
2003,わかめ,徳島,"1,090","883,862",811
2003,わかめ,香川,72,"59,094",821
2003,わかめ,福岡,"4,040","3,199,120",792
2003,わかめ,佐賀,180,"25,410",141
2003,皮くじら,宮城,"1,123","2,251,184","2,005"
2003,皮くじら,山形,185,"868,875","4,697"
2003,皮くじら,新潟,39,"156,660","4,017"
2003,皮くじら,石川,23,"64,220","2,792"
2003,皮くじら,山口,176,"277,925","1,579"
2003,ハムソーセージ,宮城,2,"1,016",508
2003,ハムソーセージ,埼玉,44,"31,752",722
2003,ハムソーセージ,石川,1,"5,775","5,775"
2003,ハムソーセージ,静岡,"5,969","5,724,950",959
2003,ハムソーセージ,大阪,62,"24,675",398
2003,ハムソーセージ,兵庫,78,"79,380","1,018"
2003,すだこ,北海道,"37,096","43,568,985","1,174"
2003,すだこ,宮城,233,"386,632","1,659"
2003,すだこ,茨城,"6,529","17,679,827","2,708"
2003,すだこ,新潟,500,"670,636","1,341"
2003,すだこ,石川,"16,179","17,643,466","1,091"
2003,すだこ,愛知,42,"129,150","3,075"
2003,魚介つくだに,北海道,282,"292,630","1,038"
2003,魚介つくだに,秋田,278,"239,689",862
2003,魚介つくだに,茨城,"8,067","6,506,010",806
2003,魚介つくだに,東京,"10,271","4,913,034",478
2003,魚介つくだに,富山,"1,179","1,235,514","1,048"
2003,魚介つくだに,石川,"1,924","2,255,979","1,173"
2003,魚介つくだに,愛知,393,"695,973","1,771"
2003,魚介つくだに,滋賀,737,"1,387,838","1,883"
2003,魚介つくだに,兵庫,"111,946","57,168,761",511
2003,魚介つくだに,島根,181,"159,033",879
2003,魚介つくだに,広島,"1,424","1,774,465","1,246"
2003,魚介つくだに,高知,6,"16,380","2,730"
2003,魚介つくだに,福岡,5,"5,555","1,111"
2003,煮干いかなご,宮城,878,"641,487",731
2003,煮干いかなご,茨城,"1,056","2,233,246","2,115"
2003,煮干いかなご,東京,"8,953","13,080,066","1,461"
2003,煮干いかなご,石川,47,"28,161",599
2003,煮干いかなご,福井,36,"160,650","4,463"
2003,煮干いかなご,静岡,167,"336,000","2,012"
2003,煮干いかなご,愛知,895,"1,452,045","1,622"
2003,煮干いかなご,三重,16,"46,116","2,882"
