販売年,品名,産地,数量（Kg）,金額（円）,平均単価（円/Kg）
2000,塩さけ,北海道,"560,948","330,107,094",588
2000,塩さけ,青森,"22,838","12,268,046",537
2000,塩さけ,岩手,"56,671","41,324,825",729
2000,塩さけ,宮城,"64,283","38,993,848",607
2000,塩さけ,茨城,4,"10,143","2,536"
2000,塩さけ,千葉,"323,954","232,785,411",719
2000,塩さけ,東京,"93,011","52,551,186",565
2000,塩さけ,新潟,"4,746","1,443,956",304
2000,塩さけ,富山,"15,272","4,046,556",265
2000,塩さけ,石川,"53,917","45,798,080",849
2000,塩さけ,愛知,"42,499","32,995,137",776
2000,塩さけ,三重,"23,216","22,923,323",987
2000,塩さけ,滋賀,574,"2,082,258","3,628"
2000,塩さけ,大阪,"3,803","2,714,248",714
2000,塩さけ,兵庫,"15,864","10,133,847",639
2000,塩さけ,広島,15,"10,553",704
2000,塩さば,北海道,980,"404,880",413
2000,塩さば,青森,"72,517","51,943,926",716
2000,塩さば,岩手,"34,189","14,566,768",426
2000,塩さば,宮城,"23,207","8,286,885",357
2000,塩さば,茨城,"1,713","1,080,245",631
2000,塩さば,千葉,"399,222","173,243,791",434
2000,塩さば,東京,"6,250","1,956,570",313
2000,塩さば,富山,32,"17,010",532
2000,塩さば,石川,"10,602","6,850,674",646
2000,塩さば,福井,56,"98,385","1,757"
2000,塩さば,静岡,"23,215","17,736,576",764
2000,塩さば,愛知,"6,715","2,747,190",409
2000,塩さば,三重,"1,326","625,191",471
2000,塩さば,兵庫,"1,182","952,245",806
2000,塩さば,和歌山,"5,318","3,729,012",701
2000,塩さば,鳥取,419,"302,505",722
2000,塩さば,島根,"5,746","5,044,662",878
2000,塩さば,山口,"16,239","7,385,459",455
2000,塩ます,北海道,"494,282","154,040,259",312
2000,塩ます,宮城,"7,063","2,313,750",328
2000,塩ます,茨城,193,"161,314",836
2000,塩ます,千葉,326,"146,475",449
2000,塩ます,東京,"11,163","3,734,346",335
2000,塩ます,石川,"28,557","12,952,183",454
2000,塩ます,三重,"31,707","14,364,526",453
2000,塩ます,兵庫,160,"122,220",764
2000,塩くらげ,東京,571,"235,998",413
2000,塩くらげ,神奈川,197,"153,972",782
2000,塩くらげ,石川,504,"539,175","1,070"
2000,塩くらげ,三重,"4,168","1,801,853",432
2000,塩くらげ,大阪,"2,695","2,898,852","1,076"
2000,塩くらげ,兵庫,969,"1,170,792","1,208"
2000,しおから,北海道,"30,488","19,611,094",643
2000,しおから,青森,"5,695","2,556,394",449
2000,しおから,岩手,5,"6,048","1,210"
2000,しおから,宮城,"24,840","28,653,932","1,154"
2000,しおから,埼玉,36,"30,240",840
2000,しおから,千葉,551,"524,412",952
2000,しおから,東京,"3,853","2,138,833",555
2000,しおから,神奈川,"10,538","11,810,835","1,121"
2000,しおから,新潟,"1,606","2,424,268","1,510"
2000,しおから,富山,"17,844","23,069,500","1,293"
2000,しおから,石川,"1,587","1,779,299","1,121"
2000,しおから,静岡,"10,661","9,367,000",879
2000,しおから,愛知,203,"198,629",978
2000,しおから,三重,"1,764","1,926,918","1,092"
2000,しおから,京都,20,"14,700",735
2000,しおから,大阪,158,"141,477",895
2000,しおから,兵庫,338,"341,747","1,011"
2000,しおから,島根,90,"84,630",940
2000,しおから,福岡,301,"231,431",769
2000,塩だら,北海道,"6,396","3,326,149",520
2000,塩だら,宮城,"13,972","5,579,933",399
2000,塩だら,富山,"3,584","1,836,772",512
2000,塩だら,愛知,47,"26,250",559
2000,塩だら,兵庫,395,"309,862",784
2000,塩かれい,北海道,"40,661","10,077,185",248
2000,塩かれい,茨城,"1,346","717,959",533
2000,塩かれい,神奈川,149,"94,017",631
2000,塩かれい,富山,"4,231","3,023,990",715
2000,塩かれい,石川,"28,450","41,122,558","1,445"
2000,塩かれい,福井,"43,476","27,212,497",626
2000,塩かれい,静岡,"1,000","1,291,500","1,292"
2000,塩かれい,愛知,119,"78,278",658
2000,塩かれい,三重,"18,895","14,358,354",760
2000,塩かれい,京都,120,"338,625","2,822"
2000,塩かれい,兵庫,"192,771","130,826,466",679
2000,塩かれい,鳥取,"94,147","61,145,649",649
2000,塩かれい,島根,"44,221","65,166,274","1,474"
2000,塩するめ,北海道,119,"215,040","1,807"
2000,塩するめ,青森,"2,067","1,751,201",847
2000,塩するめ,岩手,4,"8,820","2,205"
2000,塩するめ,新潟,30,"76,230","2,541"
2000,塩するめ,富山,"29,747","29,352,176",987
2000,塩するめ,石川,"5,510","5,431,703",986
2000,塩するめ,福井,739,"1,060,500","1,435"
2000,塩するめ,兵庫,55,"94,080","1,711"
2000,塩するめ,広島,70,"136,500","1,950"
2000,すき身,北海道,125,"155,925","1,247"
2000,すき身,宮城,"5,773","3,012,451",522
2000,すき身,富山,"1,852","1,566,343",846
2000,すき身,石川,72,"68,040",945
2000,すき身,福井,"74,316","55,613,829",748
2000,開きたら,北海道,"19,445","29,896,662","1,537"
2000,開きたら,青森,"2,467","1,110,607",450
2000,開きたら,岩手,"8,873","5,574,987",628
2000,開きたら,宮城,709,"428,474",604
2000,開きたら,石川,"1,289","2,352,693","1,825"
2000,開きたら,福井,"1,813","804,930",444
2000,開きたら,兵庫,280,"227,850",814
2000,開きたら,山口,10,"2,100",210
2000,開きあじ,宮城,10,"9,576",958
2000,開きあじ,茨城,"32,127","19,255,949",599
2000,開きあじ,千葉,"18,545","13,404,615",723
2000,開きあじ,東京,"3,069","1,120,917",365
2000,開きあじ,神奈川,714,"725,520","1,016"
2000,開きあじ,富山,"14,660","8,157,924",556
2000,開きあじ,石川,"7,740","3,574,526",462
2000,開きあじ,静岡,"146,576","112,248,014",766
2000,開きあじ,三重,"13,305","7,517,000",565
2000,開きあじ,京都,4,"4,621","1,155"
2000,開きあじ,兵庫,"6,488","4,115,431",634
2000,開きあじ,鳥取,703,"254,847",363
2000,開きあじ,島根,317,"107,100",338
2000,開きあじ,山口,"3,550","2,198,887",619
2000,開きあじ,佐賀,"8,577","5,412,000",631
2000,開きあじ,宮崎,2,"1,260",630
2000,開きさば,茨城,"2,278","1,608,873",706
2000,開きさば,千葉,115,"50,211",437
2000,開きさば,石川,74,"62,814",849
2000,開きさば,岐阜,55,"38,556",701
2000,開きさば,大阪,20,"24,150","1,208"
2000,開きさば,兵庫,"1,798","2,051,417","1,141"
2000,開きさば,鳥取,877,"301,897",344
2000,開きさば,島根,"5,286","5,131,182",971
2000,干ふぐ,東京,"2,460","3,893,400","1,583"
2000,干ふぐ,新潟,50,"75,765","1,515"
2000,干ふぐ,富山,669,"916,860","1,370"
2000,干ふぐ,石川,"6,041","9,902,645","1,639"
2000,干ふぐ,福井,159,"247,065","1,554"
2000,干ふぐ,愛知,6,"3,150",525
2000,干ふぐ,滋賀,4,"29,400","7,350"
2000,干ふぐ,島根,473,"757,176","1,601"
2000,干ふぐ,山口,"26,039","23,352,235",897
2000,干ふぐ,福岡,"49,957","49,697,891",995
2000,干ふぐ,長崎,"31,993","81,208,000","2,538"
2000,丸干いわし,岩手,42,"18,900",450
2000,丸干いわし,茨城,84,"35,280",420
2000,丸干いわし,千葉,"41,083","14,126,660",344
2000,丸干いわし,東京,"4,158","3,630,626",873
2000,丸干いわし,富山,"5,655","6,102,686","1,079"
2000,丸干いわし,石川,"1,686","1,360,275",807
2000,丸干いわし,静岡,205,"592,521","2,890"
2000,丸干いわし,愛知,"4,107","7,270,663","1,770"
2000,丸干いわし,三重,"5,686","3,336,606",587
2000,丸干いわし,京都,100,"97,125",971
2000,丸干いわし,大阪,"2,732","3,787,728","1,386"
2000,丸干いわし,和歌山,"1,206","3,204,705","2,657"
2000,丸干いわし,鳥取,"6,398","3,514,627",549
2000,丸干いわし,島根,"77,106","51,201,428",664
2000,丸干いわし,広島,40,"67,200","1,680"
2000,丸干いわし,山口,"15,725","20,828,221","1,325"
2000,丸干いわし,高知,"1,814","2,483,880","1,369"
2000,丸干いわし,長崎,"9,249","13,761,510","1,488"
2000,丸干いわし,宮崎,"4,175","4,536,266","1,087"
2000,丸干いわし,鹿児島,"3,300","4,895,457","1,483"
2000,丸干あじ,岩手,4,"6,300","1,575"
2000,丸干あじ,千葉,186,"137,950",742
2000,丸干あじ,静岡,121,"179,907","1,487"
2000,丸干あじ,愛知,394,"164,808",418
2000,丸干あじ,兵庫,378,"188,276",498
2000,丸干あじ,和歌山,28,"19,320",690
2000,丸干あじ,鳥取,644,"220,660",343
2000,丸干あじ,島根,"3,017","1,481,214",491
2000,丸干あじ,宮崎,2,"1,050",525
2000,丸干あじ,鹿児島,108,"59,588",552
2000,干はたはた,北海道,6,"9,135","1,523"
2000,干はたはた,茨城,22,"37,800","1,718"
2000,干はたはた,石川,"9,923","6,984,548",704
2000,干はたはた,愛知,204,"61,740",303
2000,干はたはた,兵庫,"70,208","73,081,636","1,041"
2000,干はたはた,島根,"5,882","4,223,931",718
2000,丸干いか,北海道,"2,131","2,205,014","1,035"
2000,丸干いか,青森,"3,567","2,459,205",689
2000,丸干いか,岩手,"2,664","2,047,207",768
2000,丸干いか,千葉,238,"312,900","1,315"
2000,丸干いか,新潟,"5,689","4,274,290",751
2000,丸干いか,富山,"3,225","3,337,205","1,035"
2000,丸干いか,石川,"18,458","20,277,286","1,099"
2000,丸干いか,福井,"19,705","31,187,033","1,583"
2000,丸干いか,島根,634,"636,720","1,004"
2000,煮干いわし,岩手,9,"24,098","2,678"
2000,煮干いわし,茨城,20,"37,800","1,890"
2000,煮干いわし,千葉,"1,968","2,192,747","1,114"
2000,煮干いわし,東京,"25,265","27,521,351","1,089"
2000,煮干いわし,神奈川,"15,341","17,558,520","1,145"
2000,煮干いわし,富山,"1,252","1,731,034","1,383"
2000,煮干いわし,石川,920,"1,156,418","1,257"
2000,煮干いわし,福井,114,"81,377",714
2000,煮干いわし,静岡,138,"128,100",928
2000,煮干いわし,愛知,"2,989","3,746,193","1,253"
2000,煮干いわし,三重,256,"172,279",673
2000,煮干いわし,京都,160,"181,440","1,134"
2000,煮干いわし,大阪,"1,071","1,134,799","1,060"
2000,煮干いわし,兵庫,"1,286","1,196,108",930
2000,煮干いわし,島根,"2,896","4,012,679","1,386"
2000,煮干いわし,広島,453,"479,668","1,059"
2000,煮干いわし,山口,"3,279","3,395,865","1,036"
2000,煮干いわし,愛媛,931,"648,879",697
2000,煮干いわし,長崎,"4,277","4,058,527",949
2000,たいはくちりめん,福島,147,"159,285","1,084"
2000,たいはくちりめん,茨城,"35,876","47,544,138","1,325"
2000,たいはくちりめん,千葉,"2,184","3,207,844","1,469"
2000,たいはくちりめん,東京,"26,065","24,518,763",941
2000,たいはくちりめん,石川,"2,895","3,405,910","1,176"
2000,たいはくちりめん,福井,199,"211,680","1,064"
2000,たいはくちりめん,静岡,"17,902","19,877,382","1,110"
2000,たいはくちりめん,愛知,"6,584","6,456,411",981
2000,たいはくちりめん,三重,169,"86,520",512
2000,たいはくちりめん,大阪,"7,624","9,991,696","1,311"
2000,たいはくちりめん,兵庫,"7,339","8,494,344","1,157"
2000,たいはくちりめん,和歌山,"8,788","7,135,402",812
2000,たいはくちりめん,広島,"5,254","4,623,733",880
2000,たいはくちりめん,山口,594,"665,805","1,121"
2000,たいはくちりめん,徳島,873,"843,990",967
2000,たいはくちりめん,香川,420,"233,730",557
2000,たいはくちりめん,愛媛,"1,618","1,617,872","1,000"
2000,たいはくちりめん,福岡,"8,647","11,104,065","1,284"
2000,たづくり,茨城,488,"435,855",893
2000,たづくり,東京,83,"52,028",627
2000,たづくり,富山,"12,560","13,061,748","1,040"
2000,たづくり,石川,81,"99,750","1,231"
2000,たづくり,静岡,10,"18,900","1,890"
2000,たづくり,京都,"1,653","1,276,871",772
2000,たづくり,大阪,303,"320,250","1,057"
2000,たづくり,兵庫,145,"385,172","2,656"
2000,たづくり,島根,55,"98,175","1,785"
2000,たづくり,岡山,10,"17,325","1,733"
2000,たづくり,山口,448,"113,453",253
2000,たづくり,長崎,86,"85,786",998
2000,ぼうたら,北海道,"13,101","49,059,150","3,745"
2000,ぼうたら,富山,422,"580,965","1,377"
2000,ぼうたら,石川,"1,456","2,876,475","1,976"
2000,ぼうたら,兵庫,28,"46,620","1,665"
2000,身欠にしん,北海道,"322,844","216,207,886",670
2000,身欠にしん,宮城,"3,222","1,341,271",416
2000,身欠にしん,茨城,79,"50,400",638
2000,身欠にしん,千葉,930,"355,740",383
2000,身欠にしん,東京,446,"157,080",352
2000,身欠にしん,新潟,702,"448,350",639
2000,身欠にしん,富山,"17,229","12,625,674",733
2000,身欠にしん,石川,"53,228","35,886,385",674
2000,身欠にしん,福井,"24,293","23,723,470",977
2000,干するめ,北海道,"19,891","24,054,241","1,209"
2000,干するめ,青森,"4,278","3,486,462",815
2000,干するめ,岩手,"1,369","1,118,566",817
2000,干するめ,茨城,4,"6,048","1,512"
2000,干するめ,東京,"25,010","30,166,133","1,206"
2000,干するめ,神奈川,461,"462,767","1,004"
2000,干するめ,新潟,"2,905","1,308,879",451
2000,干するめ,富山,"32,078","22,703,118",708
2000,干するめ,石川,"2,529","3,770,490","1,491"
2000,干するめ,福井,"1,265","3,591,735","2,839"
2000,干するめ,愛知,112,"172,095","1,537"
2000,干するめ,大阪,770,"2,049,600","2,662"
2000,干するめ,兵庫,"1,262","1,538,985","1,219"
2000,干ぶり,宮城,66,"18,585",282
2000,干ぶり,茨城,22,"13,608",619
2000,桜干いわし,茨城,24,"8,820",368
2000,桜干いわし,千葉,"4,442","5,804,148","1,307"
2000,桜干いわし,富山,"3,999","4,282,248","1,071"
2000,桜干いわし,石川,31,"28,030",904
2000,桜干いわし,三重,"4,120","3,544,738",860
2000,桜干いわし,兵庫,6,"5,670",945
2000,桜干いわし,島根,"1,035","1,059,374","1,024"
2000,桜干いわし,山口,889,"905,726","1,019"
2000,桜干いわし,宮崎,40,"53,970","1,349"
2000,桜干にしん,北海道,37,"40,950","1,107"
2000,桜干にしん,宮城,110,"83,790",762
2000,桜干にしん,新潟,5,"3,024",605
2000,桜干にしん,富山,"3,895","1,647,566",423
2000,桜干にしん,石川,78,"64,077",822
2000,その他桜干,北海道,"2,261","2,269,677","1,004"
2000,その他桜干,青森,"9,715","5,934,601",611
2000,その他桜干,宮城,"24,318","15,219,500",626
2000,その他桜干,茨城,"2,829","2,322,496",821
2000,その他桜干,千葉,"9,662","4,598,121",476
2000,その他桜干,東京,"1,661","1,351,639",814
2000,その他桜干,神奈川,214,"224,196","1,048"
2000,その他桜干,新潟,308,"91,130",296
2000,その他桜干,富山,"16,346","19,256,295","1,178"
2000,その他桜干,石川,"42,891","29,408,510",686
2000,その他桜干,愛知,118,"137,445","1,165"
2000,その他桜干,三重,"4,921","4,200,316",854
2000,その他桜干,京都,127,"198,020","1,559"
2000,その他桜干,兵庫,178,"190,567","1,071"
2000,その他桜干,和歌山,18,"7,560",420
2000,その他桜干,鳥取,771,"1,797,600","2,332"
2000,その他桜干,島根,"49,640","74,757,936","1,506"
2000,その他桜干,山口,"184,252","93,383,914",507
2000,その他桜干,愛媛,"5,189","8,177,400","1,576"
2000,その他桜干,高知,60,"69,174","1,153"
2000,その他桜干,福岡,"2,422","1,937,334",800
2000,その他桜干,宮崎,144,"143,178",994
2000,ぬか漬にしん,北海道,234,"187,165",800
2000,ぬか漬ふぐ,石川,22,"163,905","7,450"
2000,みそ漬品,北海道,578,"370,388",641
2000,みそ漬品,青森,160,"131,484",822
2000,みそ漬品,宮城,"19,353","15,748,563",814
2000,みそ漬品,茨城,144,"121,275",842
2000,みそ漬品,埼玉,108,"83,160",770
2000,みそ漬品,千葉,193,"238,665","1,237"
2000,みそ漬品,東京,19,"17,908",943
2000,みそ漬品,新潟,90,"28,350",315
2000,みそ漬品,富山,"12,330","4,601,241",373
2000,みそ漬品,石川,330,"246,519",747
2000,みそ漬品,岐阜,198,"117,411",593
2000,みそ漬品,愛知,540,"610,407","1,130"
2000,みそ漬品,三重,48,"45,360",945
2000,みそ漬品,京都,"2,988","3,693,289","1,236"
2000,みそ漬品,兵庫,"22,102","15,715,413",711
2000,みそ漬品,和歌山,54,"28,350",525
2000,みそ漬品,鳥取,60,"35,280",588
2000,みそ漬品,島根,"1,202","1,207,710","1,005"
2000,みそ漬品,山口,15,"7,560",504
2000,みそ漬品,福岡,10,"3,360",336
2000,みそ漬品,佐賀,5,"4,536",907
2000,かす漬たら,北海道,64,"4,200",66
2000,かす漬たら,宮城,"12,948","5,024,799",388
2000,かす漬たら,石川,193,"93,083",482
2000,かす漬ふぐ,石川,1,"3,544","3,544"
2000,その他魚介漬物,北海道,"43,418","42,432,339",977
2000,その他魚介漬物,青森,"1,330","611,343",460
2000,その他魚介漬物,岩手,"6,376","7,146,320","1,121"
2000,その他魚介漬物,宮城,"86,895","49,979,176",575
2000,その他魚介漬物,福島,8,"13,860","1,733"
2000,その他魚介漬物,茨城,"1,976","1,262,720",639
2000,その他魚介漬物,群馬,"4,709","3,080,133",654
2000,その他魚介漬物,千葉,100,"65,100",651
2000,その他魚介漬物,東京,"4,496","3,610,778",803
2000,その他魚介漬物,神奈川,951,"789,854",831
2000,その他魚介漬物,新潟,"14,704","14,754,179","1,003"
2000,その他魚介漬物,富山,"30,634","28,548,371",932
2000,その他魚介漬物,石川,"9,127","12,470,717","1,366"
2000,その他魚介漬物,福井,"6,248","13,041,656","2,087"
2000,その他魚介漬物,長野,20,"2,100",105
2000,その他魚介漬物,岐阜,"7,814","3,662,127",469
2000,その他魚介漬物,静岡,"2,762","828,219",300
2000,その他魚介漬物,愛知,"8,529","6,092,186",714
2000,その他魚介漬物,三重,"2,691","2,061,372",766
2000,その他魚介漬物,滋賀,14,"32,550","2,325"
2000,その他魚介漬物,京都,214,"265,074","1,239"
2000,その他魚介漬物,大阪,"2,730","4,418,409","1,618"
2000,その他魚介漬物,兵庫,"13,113","11,336,175",864
2000,その他魚介漬物,和歌山,38,"18,900",497
2000,その他魚介漬物,鳥取,111,"227,640","2,051"
2000,その他魚介漬物,島根,"2,023","1,970,535",974
2000,その他魚介漬物,徳島,239,"231,294",968
2000,その他魚介漬物,福岡,67,"33,390",498
2000,その他魚介漬物,長崎,4,"14,700","3,675"
2000,うに製品,北海道,"11,220","13,445,559","1,198"
2000,うに製品,青森,136,"310,800","2,285"
2000,うに製品,東京,56,"57,120","1,020"
2000,うに製品,神奈川,56,"46,820",836
2000,うに製品,新潟,6,"24,885","4,148"
2000,うに製品,石川,348,"1,289,295","3,705"
2000,うに製品,福井,393,"3,298,575","8,393"
2000,うに製品,愛知,505,"373,804",740
2000,うに製品,三重,"6,663","4,397,820",660
2000,うに製品,大阪,"3,133","4,455,390","1,422"
2000,うに製品,兵庫,547,"1,073,814","1,963"
2000,うに製品,山口,"1,611","3,286,476","2,040"
2000,いくら,北海道,"131,891","741,245,925","5,620"
2000,いくら,青森,"2,628","10,352,113","3,939"
2000,いくら,岩手,"5,002","26,556,243","5,309"
2000,いくら,宮城,"14,987","57,653,760","3,847"
2000,いくら,福島,104,"399,210","3,839"
2000,いくら,千葉,"1,646","8,863,680","5,385"
2000,いくら,東京,"35,431","171,466,246","4,839"
2000,いくら,新潟,"3,177","13,378,103","4,211"
2000,いくら,石川,"44,049","231,776,954","5,262"
2000,いくら,福井,28,"120,057","4,288"
2000,いくら,愛知,"1,469","6,184,264","4,210"
2000,いくら,三重,370,"2,138,850","5,781"
2000,いくら,京都,"10,456","44,287,940","4,236"
2000,いくら,大阪,"1,859","7,017,565","3,775"
2000,いくら,兵庫,"1,819","10,296,014","5,660"
2000,いくら,福岡,36,"43,470","1,208"
2000,すけこ,北海道,"51,763","140,799,125","2,720"
2000,すけこ,宮城,"151,150","365,052,522","2,415"
2000,すけこ,茨城,84,"61,740",735
2000,すけこ,群馬,4,"10,868","2,717"
2000,すけこ,千葉,102,"224,910","2,205"
2000,すけこ,東京,"7,283","18,085,830","2,483"
2000,すけこ,新潟,77,"49,954",649
2000,すけこ,富山,192,"288,540","1,503"
2000,すけこ,石川,"10,601","25,722,598","2,426"
2000,すけこ,福井,"24,108","72,606,451","3,012"
2000,すけこ,愛知,"45,832","146,123,194","3,188"
2000,すけこ,三重,"4,374","9,944,971","2,274"
2000,すけこ,京都,321,"795,375","2,478"
2000,すけこ,大阪,"9,389","21,525,705","2,293"
2000,すけこ,兵庫,"10,192","25,570,755","2,509"
2000,すけこ,山口,"52,224","89,682,057","1,717"
2000,すけこ,福岡,"137,389","261,141,215","1,901"
2000,すけこ,佐賀,9,"16,202","1,800"
2000,すじこ,北海道,"44,047","86,547,038","1,965"
2000,すじこ,青森,"3,398","9,512,675","2,799"
2000,すじこ,岩手,18,"62,370","3,465"
2000,すじこ,宮城,"17,741","43,672,207","2,462"
2000,すじこ,福島,5,"9,975","1,995"
2000,すじこ,千葉,"1,676","1,504,073",897
2000,すじこ,東京,"7,345","12,347,016","1,681"
2000,すじこ,新潟,"1,150","1,691,655","1,471"
2000,すじこ,富山,285,"922,824","3,238"
2000,すじこ,石川,"4,388","11,697,237","2,666"
2000,すじこ,福井,222,"519,435","2,340"
2000,すじこ,静岡,2,"2,100","1,050"
2000,すじこ,愛知,"4,692","10,879,473","2,319"
2000,すじこ,京都,60,"92,400","1,540"
2000,すじこ,大阪,"1,089","1,670,078","1,534"
2000,すじこ,福岡,3,"6,615","2,205"
2000,塩かずのこ,北海道,"167,170","506,723,451","3,031"
2000,塩かずのこ,青森,"14,676","23,038,709","1,570"
2000,塩かずのこ,宮城,461,"588,593","1,277"
2000,塩かずのこ,千葉,196,"225,068","1,148"
2000,塩かずのこ,東京,"16,384","38,571,738","2,354"
2000,塩かずのこ,神奈川,144,"496,440","3,448"
2000,塩かずのこ,新潟,"5,561","4,440,335",798
2000,塩かずのこ,石川,"16,580","43,312,098","2,612"
2000,塩かずのこ,福井,950,"5,198,550","5,472"
2000,塩かずのこ,愛知,975,"1,208,151","1,239"
2000,塩かずのこ,三重,168,"171,309","1,020"
2000,塩かずのこ,京都,"4,168","20,557,220","4,932"
2000,塩かずのこ,大阪,"2,441","2,505,736","1,027"
2000,塩かずのこ,兵庫,"3,073","11,804,373","3,841"
2000,塩まだらこ,東京,18,"19,845","1,103"
2000,かまぼこ,北海道,12,"37,800","3,150"
2000,かまぼこ,宮城,"50,368","32,574,417",647
2000,かまぼこ,茨城,25,"17,136",685
2000,かまぼこ,東京,694,"559,106",806
2000,かまぼこ,神奈川,28,"54,600","1,950"
2000,かまぼこ,新潟,"2,014","1,058,486",526
2000,かまぼこ,富山,"20,945","12,891,356",615
2000,かまぼこ,石川,"49,805","44,778,224",899
2000,かまぼこ,静岡,"46,011","30,890,132",671
2000,かまぼこ,愛知,327,"199,185",609
2000,かまぼこ,三重,5,"2,100",420
2000,かまぼこ,大阪,35,"89,250","2,550"
2000,かまぼこ,兵庫,"4,356","4,400,651","1,010"
2000,かまぼこ,愛媛,303,"122,661",405
2000,かまぼこ,長崎,6,"9,828","1,638"
2000,かまぼこ,大分,675,"919,121","1,362"
2000,ちくわ,宮城,"6,449","5,725,022",888
2000,ちくわ,新潟,4,"12,810","3,203"
2000,ちくわ,石川,"164,350","116,618,122",710
2000,ちくわ,兵庫,12,"10,742",895
2000,ちくわ,愛媛,6,"2,478",413
2000,こんぶ,北海道,"3,307","5,250,969","1,588"
2000,こんぶ,宮城,"1,046","486,833",465
2000,こんぶ,東京,301,"315,525","1,048"
2000,こんぶ,石川,"3,065","6,895,625","2,250"
2000,こんぶ,福井,"1,325","2,833,005","2,138"
2000,こんぶ,静岡,6,"4,200",700
2000,こんぶ,三重,"10,812","4,938,364",457
2000,こんぶ,兵庫,112,"200,550","1,791"
2000,こんぶ,広島,50,"90,090","1,802"
2000,こんぶ,佐賀,20,"16,800",840
2000,わかめ,岩手,829,"671,832",810
2000,わかめ,宮城,"24,286","13,444,377",554
2000,わかめ,東京,"1,816","1,293,686",712
2000,わかめ,神奈川,48,"40,320",840
2000,わかめ,新潟,"2,268","628,415",277
2000,わかめ,石川,"25,683","7,839,069",305
2000,わかめ,岐阜,"34,428","6,109,797",177
2000,わかめ,静岡,189,"118,913",629
2000,わかめ,三重,"5,708","3,335,308",584
2000,わかめ,京都,221,"298,788","1,352"
2000,わかめ,兵庫,"1,040","379,281",365
2000,わかめ,島根,"1,322","2,081,814","1,575"
2000,わかめ,岡山,70,"121,275","1,733"
2000,わかめ,広島,"1,677","727,882",434
2000,わかめ,徳島,466,"473,928","1,017"
2000,わかめ,香川,187,"257,397","1,376"
2000,わかめ,福岡,386,"483,000","1,251"
2000,わかめ,佐賀,615,"94,789",154
2000,皮くじら,宮城,"3,917","6,689,233","1,708"
2000,皮くじら,千葉,954,"5,967,676","6,255"
2000,皮くじら,石川,27,"46,306","1,715"
2000,皮くじら,山口,273,"395,157","1,447"
2000,ハムソーセージ,埼玉,12,"15,120","1,260"
2000,ハムソーセージ,東京,6,"13,230","2,205"
2000,ハムソーセージ,新潟,"9,602","6,706,035",698
2000,ハムソーセージ,石川,60,"40,950",683
2000,ハムソーセージ,静岡,"3,303","3,357,658","1,017"
2000,すだこ,北海道,"44,271","68,261,510","1,542"
2000,すだこ,宮城,221,"316,344","1,431"
2000,すだこ,福島,"4,075","6,729,975","1,652"
2000,すだこ,茨城,"13,220","20,950,168","1,585"
2000,すだこ,千葉,611,"635,733","1,040"
2000,すだこ,石川,"13,239","18,860,536","1,425"
2000,すだこ,福井,14,"19,656","1,404"
2000,すだこ,愛知,327,"606,060","1,853"
2000,魚介つくだに,北海道,398,"386,685",972
2000,魚介つくだに,秋田,334,"209,265",627
2000,魚介つくだに,茨城,"4,065","3,511,935",864
2000,魚介つくだに,東京,"2,464","1,303,838",529
2000,魚介つくだに,富山,"1,404","1,171,769",835
2000,魚介つくだに,石川,"2,269","3,697,640","1,630"
2000,魚介つくだに,愛知,28,"50,500","1,804"
2000,魚介つくだに,三重,198,"232,969","1,177"
2000,魚介つくだに,滋賀,"1,585","2,728,814","1,722"
2000,魚介つくだに,大阪,193,"213,969","1,109"
2000,魚介つくだに,兵庫,"61,229","33,046,042",540
2000,魚介つくだに,鳥取,20,"15,750",788
2000,魚介つくだに,広島,"1,476","911,736",618
2000,魚介つくだに,大分,34,"46,368","1,364"
2000,煮干いかなご,北海道,44,"162,897","3,702"
2000,煮干いかなご,岩手,33,"88,095","2,670"
2000,煮干いかなご,宮城,39,"29,820",765
2000,煮干いかなご,茨城,781,"1,546,977","1,981"
2000,煮干いかなご,千葉,24,"36,540","1,523"
2000,煮干いかなご,東京,"10,814","12,023,657","1,112"
2000,煮干いかなご,石川,295,"529,515","1,795"
2000,煮干いかなご,福井,38,"34,073",897
2000,煮干いかなご,静岡,48,"85,680","1,785"
2000,煮干いかなご,愛知,126,"215,090","1,707"
2000,煮干いかなご,兵庫,"8,944","9,162,321","1,024"
2000,煮干いかなご,和歌山,372,"530,880","1,427"
2000,煮干いかなご,山口,440,"138,600",315
2000,その他塩干加工品,北海道,"156,673","143,639,382",917
2000,その他塩干加工品,青森,"40,867","29,916,347",732
2000,その他塩干加工品,岩手,"4,813","2,991,430",622
2000,その他塩干加工品,宮城,"79,706","79,546,646",998
2000,その他塩干加工品,山形,869,"958,917","1,103"
2000,その他塩干加工品,福島,"1,304","1,635,050","1,254"
2000,その他塩干加工品,茨城,"210,350","119,418,416",568
2000,その他塩干加工品,栃木,"2,994","2,446,837",817
2000,その他塩干加工品,群馬,"2,179","919,347",422
2000,その他塩干加工品,埼玉,"2,665","2,439,568",915
2000,その他塩干加工品,千葉,"73,016","53,289,483",730
2000,その他塩干加工品,東京,"130,595","92,850,609",711
2000,その他塩干加工品,神奈川,"21,989","25,363,499","1,153"
2000,その他塩干加工品,新潟,"30,688","27,334,595",891
2000,その他塩干加工品,富山,"87,794","65,380,490",745
2000,その他塩干加工品,石川,"235,798","160,276,166",680
